alert_id	created_at	state	start_time	end_time	start_fuel	end_fuel	delta	duration_s	avg_rate	confidence
2026-07-18T14:04:14.893341_Idle Start_5.00	2026-07-18T14:04:14.893341	Idle Start	2026-07-18T14:04:14.893341	2026-07-18T14:04:14.893341	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T13:53:39.122680_Idle Start_29.20	2026-07-18T13:53:39.122680	Idle Start	2026-07-18T13:53:39.122680	2026-07-18T13:53:39.122680	29.20	29.20	0.00	0	0.0000	0.7000
2026-07-18T13:53:40.124112_Idle Start_28.00	2026-07-18T13:53:40.124112	Idle Start	2026-07-18T13:53:40.124112	2026-07-18T13:53:40.124112	28.00	28.00	0.00	0	0.0000	0.7000
2026-07-18T13:53:42.126634_Fuel Theft_25.60_17.20	2026-07-18T13:53:58.161348	Fuel Theft	2026-07-18T13:53:42.126634	2026-07-18T13:53:58.161348	25.60	17.20	-8.40	16	-31.5000	0.8907
2026-07-18T13:53:44.134126_Fuel Theft_23.20_17.20	2026-07-18T13:53:58.161348	Fuel Theft	2026-07-18T13:53:44.134126	2026-07-18T13:53:58.161348	23.20	17.20	-6.00	14	-25.7143	0.8908
2026-07-18T13:53:45.135302_Fuel Theft_22.00_17.20	2026-07-18T13:53:58.161348	Fuel Theft	2026-07-18T13:53:45.135302	2026-07-18T13:53:58.161348	22.00	17.20	-4.80	13	-22.1538	0.8858
2026-07-18T13:53:46.136220_Fuel Theft_20.80_17.20	2026-07-18T13:53:58.161348	Fuel Theft	2026-07-18T13:53:46.136220	2026-07-18T13:53:58.161348	20.80	17.20	-3.60	12	-18.0000	0.8800
2026-07-18T13:53:47.137432_Fuel Theft_19.60_17.20	2026-07-18T13:53:58.161348	Fuel Theft	2026-07-18T13:53:47.137432	2026-07-18T13:53:58.161348	19.60	17.20	-2.40	11	-13.0909	0.8730
2026-07-18T13:53:48.138506_Fuel Theft_18.40_17.20	2026-07-18T13:53:58.161348	Fuel Theft	2026-07-18T13:53:48.138506	2026-07-18T13:53:58.161348	18.40	17.20	-1.20	10	-7.2000	0.8644
2026-07-18T13:53:50.145989_Fuel Theft_17.20_17.20	2026-07-18T13:53:58.161348	Fuel Theft	2026-07-18T13:53:50.145989	2026-07-18T13:53:58.161348	17.20	17.20	0.00	8	0.0000	0.8538
2026-07-18T14:04:27.920828_Idle End_5.00	2026-07-18T14:04:27.920828	Idle End	2026-07-18T14:04:27.920828	2026-07-18T14:04:27.920828	5.00	5.00	0.00	0	0.0000	0.9000
2026-07-18T13:53:51.146940_Fuel Theft_17.20_17.20	2026-07-18T13:53:58.161348	Fuel Theft	2026-07-18T13:53:51.146940	2026-07-18T13:53:58.161348	17.20	17.20	0.00	7	0.0000	0.8400
2026-07-18T13:53:52.148043_Fuel Theft_17.20_17.20	2026-07-18T13:53:58.161348	Fuel Theft	2026-07-18T13:53:52.148043	2026-07-18T13:53:58.161348	17.20	17.20	0.00	6	0.0000	0.8217
2026-07-18T13:53:53.149151_Fuel Theft_17.20_17.20	2026-07-18T13:53:58.161348	Fuel Theft	2026-07-18T13:53:53.149151	2026-07-18T13:53:58.161348	17.20	17.20	0.00	5	0.0000	0.7960
2026-07-18T13:53:54.149866_Fuel Theft_17.20_17.20	2026-07-18T13:53:58.161348	Fuel Theft	2026-07-18T13:53:54.149866	2026-07-18T13:53:58.161348	17.20	17.20	0.00	4	0.0000	0.7619
2026-07-18T13:53:56.157684_Fuel Theft_17.20_17.20	2026-07-18T13:53:58.161348	Fuel Theft	2026-07-18T13:53:56.157684	2026-07-18T13:53:58.161348	17.20	17.20	0.00	2	0.0000	0.7225
2026-07-18T13:53:57.159115_Fuel Theft_17.20_17.20	2026-07-18T13:53:58.161348	Fuel Theft	2026-07-18T13:53:57.159115	2026-07-18T13:53:58.161348	17.20	17.20	0.00	1	0.0000	0.6963
2026-07-18T13:53:58.161348_Fuel Theft_17.20_17.20	2026-07-18T13:53:58.161348	Fuel Theft	2026-07-18T13:53:58.161348	2026-07-18T13:53:58.161348	17.20	17.20	0.00	0	0.0000	0.6700
2026-07-18T13:54:00.164536_Idle Start_17.20	2026-07-18T13:54:00.164536	Idle Start	2026-07-18T13:54:00.164536	2026-07-18T13:54:00.164536	17.20	17.20	0.00	0	0.0000	0.7000
2026-07-18T13:54:01.165654_Idle Start_17.20	2026-07-18T13:54:01.165654	Idle Start	2026-07-18T13:54:01.165654	2026-07-18T13:54:01.165654	17.20	17.20	0.00	0	0.0000	0.7000
2026-07-18T13:54:03.173059_Idle Start_17.20	2026-07-18T13:54:03.173059	Idle Start	2026-07-18T13:54:03.173059	2026-07-18T13:54:03.173059	17.20	17.20	0.00	0	0.0000	0.7000
2026-07-18T13:54:04.176718_Idle Start_17.20	2026-07-18T13:54:04.176718	Idle Start	2026-07-18T13:54:04.176718	2026-07-18T13:54:04.176718	17.20	17.20	0.00	0	0.0000	0.7000
2026-07-18T14:05:07.034119_Idle Start_5.00	2026-07-18T14:05:07.034119	Idle Start	2026-07-18T14:05:07.034119	2026-07-18T14:05:07.034119	5.00	5.00	0.00	0	0.0000	0.6000
2026-07-18T14:05:17.071536_Idle End_5.00	2026-07-18T14:05:17.071536	Idle End	2026-07-18T14:05:17.071536	2026-07-18T14:05:17.071536	5.00	5.00	0.00	0	0.0000	0.9000
2026-07-18T13:54:54.299765_Idle Start_14.32	2026-07-18T13:54:54.299765	Idle Start	2026-07-18T13:54:54.299765	2026-07-18T13:54:54.299765	14.32	14.32	0.00	0	0.0000	0.6000
2026-07-18T13:54:56.305631_Idle Start_14.32	2026-07-18T13:54:56.305631	Idle Start	2026-07-18T13:54:56.305631	2026-07-18T13:54:56.305631	14.32	14.32	0.00	0	0.0000	0.7000
2026-07-18T13:54:57.306766_Idle Start_14.32	2026-07-18T13:54:57.306766	Idle Start	2026-07-18T13:54:57.306766	2026-07-18T13:54:57.306766	14.32	14.32	0.00	0	0.0000	0.7000
2026-07-18T13:54:58.307998_Idle Start_14.32	2026-07-18T13:54:58.307998	Idle Start	2026-07-18T13:54:58.307998	2026-07-18T13:54:58.307998	14.32	14.32	0.00	0	0.0000	0.7000
2026-07-18T13:54:59.309127_Idle Start_14.32	2026-07-18T13:54:59.309127	Idle Start	2026-07-18T13:54:59.309127	2026-07-18T13:54:59.309127	14.32	14.32	0.00	0	0.0000	0.7000
2026-07-18T13:55:00.310301_Idle Start_14.32	2026-07-18T13:55:00.310301	Idle Start	2026-07-18T13:55:00.310301	2026-07-18T13:55:00.310301	14.32	14.32	0.00	0	0.0000	0.7000
2026-07-18T13:55:02.318229_Idle Start_14.32	2026-07-18T13:55:02.318229	Idle Start	2026-07-18T13:55:02.318229	2026-07-18T13:55:02.318229	14.32	14.32	0.00	0	0.0000	0.7000
2026-07-18T13:55:03.319910_Idle Start_14.32	2026-07-18T13:55:03.319910	Idle Start	2026-07-18T13:55:03.319910	2026-07-18T13:55:03.319910	14.32	14.32	0.00	0	0.0000	0.7000
2026-07-18T13:55:04.321176_Idle Start_14.32	2026-07-18T13:55:04.321176	Idle Start	2026-07-18T13:55:04.321176	2026-07-18T13:55:04.321176	14.32	14.32	0.00	0	0.0000	0.7000
2026-07-18T13:55:05.322795_Idle Start_14.32	2026-07-18T13:55:05.322795	Idle Start	2026-07-18T13:55:05.322795	2026-07-18T13:55:05.322795	14.32	14.32	0.00	0	0.0000	0.7000
2026-07-18T13:55:06.325185_Idle Start_14.32	2026-07-18T13:55:06.325185	Idle Start	2026-07-18T13:55:06.325185	2026-07-18T13:55:06.325185	14.32	14.32	0.00	0	0.0000	0.7000
2026-07-18T14:06:06.214560_Idle Start_5.00	2026-07-18T14:06:06.214560	Idle Start	2026-07-18T14:06:06.214560	2026-07-18T14:06:06.214560	5.00	5.00	0.00	0	0.0000	0.6000
2026-07-18T14:06:24.257540_Refuel_7.25_7.25	2026-07-18T14:06:24.257540	Refuel	2026-07-18T14:06:24.257540	2026-07-18T14:06:24.257540	7.25	7.25	0.00	0	0.0000	0.6109
2026-07-18T14:06:24.257540_Idle End_7.25	2026-07-18T14:06:24.257540	Idle End	2026-07-18T14:06:24.257540	2026-07-18T14:06:24.257540	7.25	7.25	0.00	0	0.0000	0.6109
2026-07-18T14:06:24.257540_Refuel_7.25_7.69	2026-07-18T14:06:25.258907	Refuel	2026-07-18T14:06:24.257540	2026-07-18T14:06:25.258907	7.25	7.69	0.44	1	26.4000	0.6206
2026-07-18T14:06:24.257540_Refuel_7.25_8.15	2026-07-18T14:06:26.261620	Refuel	2026-07-18T14:06:24.257540	2026-07-18T14:06:26.261620	7.25	8.15	0.90	2	27.0000	0.6305
2026-07-18T14:06:24.257540_Refuel_7.25_9.05	2026-07-18T14:06:28.272883	Refuel	2026-07-18T14:06:24.257540	2026-07-18T14:06:28.272883	7.25	9.05	1.80	4	27.0000	0.6453
2026-07-18T14:06:24.257540_Refuel_7.25_9.50	2026-07-18T14:06:29.274397	Refuel	2026-07-18T14:06:24.257540	2026-07-18T14:06:29.274397	7.25	9.50	2.25	5	27.0000	0.6581
2026-07-18T14:06:24.257540_Refuel_7.25_9.95	2026-07-18T14:06:30.275408	Refuel	2026-07-18T14:06:24.257540	2026-07-18T14:06:30.275408	7.25	9.95	2.70	6	27.0000	0.6699
2026-07-18T14:06:24.257540_Refuel_7.25_10.85	2026-07-18T14:06:32.278303	Refuel	2026-07-18T14:06:24.257540	2026-07-18T14:06:32.278303	7.25	10.85	3.60	8	27.0000	0.6840
2026-07-18T14:06:24.257540_Refuel_7.25_11.30	2026-07-18T14:06:33.279500	Refuel	2026-07-18T14:06:24.257540	2026-07-18T14:06:33.279500	7.25	11.30	4.05	9	27.0000	0.6970
2026-07-18T14:06:24.257540_Refuel_7.25_11.75	2026-07-18T14:06:35.289985	Refuel	2026-07-18T14:06:24.257540	2026-07-18T14:06:35.289985	7.25	11.75	4.50	11	24.5455	0.7050
2026-07-18T13:55:43.470699_Idle Start_12.24	2026-07-18T13:55:43.470699	Idle Start	2026-07-18T13:55:43.470699	2026-07-18T13:55:43.470699	12.24	12.24	0.00	0	0.0000	0.6000
2026-07-18T13:55:44.474481_Idle Start_12.24	2026-07-18T13:55:44.474481	Idle Start	2026-07-18T13:55:44.474481	2026-07-18T13:55:44.474481	12.24	12.24	0.00	0	0.0000	0.7000
2026-07-18T13:55:46.487208_Idle Start_12.24	2026-07-18T13:55:46.487208	Idle Start	2026-07-18T13:55:46.487208	2026-07-18T13:55:46.487208	12.24	12.24	0.00	0	0.0000	0.7000
2026-07-18T13:55:47.493950_Idle Start_12.24	2026-07-18T13:55:47.493950	Idle Start	2026-07-18T13:55:47.493950	2026-07-18T13:55:47.493950	12.24	12.24	0.00	0	0.0000	0.7000
2026-07-18T13:55:48.498577_Idle Start_12.24	2026-07-18T13:55:48.498577	Idle Start	2026-07-18T13:55:48.498577	2026-07-18T13:55:48.498577	12.24	12.24	0.00	0	0.0000	0.7000
2026-07-18T13:55:49.500724_Idle Start_12.24	2026-07-18T13:55:49.500724	Idle Start	2026-07-18T13:55:49.500724	2026-07-18T13:55:49.500724	12.24	12.24	0.00	0	0.0000	0.7000
2026-07-18T13:55:51.514476_Idle Start_12.24	2026-07-18T13:55:51.514476	Idle Start	2026-07-18T13:55:51.514476	2026-07-18T13:55:51.514476	12.24	12.24	0.00	0	0.0000	0.7000
2026-07-18T13:55:52.516181_Idle Start_12.24	2026-07-18T13:55:52.516181	Idle Start	2026-07-18T13:55:52.516181	2026-07-18T13:55:52.516181	12.24	12.24	0.00	0	0.0000	0.7000
2026-07-18T13:55:53.517986_Idle Start_12.24	2026-07-18T13:55:53.517986	Idle Start	2026-07-18T13:55:53.517986	2026-07-18T13:55:53.517986	12.24	12.24	0.00	0	0.0000	0.7000
2026-07-18T13:55:54.520134_Idle Start_12.24	2026-07-18T13:55:54.520134	Idle Start	2026-07-18T13:55:54.520134	2026-07-18T13:55:54.520134	12.24	12.24	0.00	0	0.0000	0.7000
2026-07-18T13:55:55.522406_Idle Start_12.24	2026-07-18T13:55:55.522406	Idle Start	2026-07-18T13:55:55.522406	2026-07-18T13:55:55.522406	12.24	12.24	0.00	0	0.0000	0.7000
2026-07-18T13:55:57.527120_Idle Start_13.13	2026-07-18T13:55:57.527120	Idle Start	2026-07-18T13:55:57.527120	2026-07-18T13:55:57.527120	13.13	13.13	0.00	0	0.0000	0.7000
2026-07-18T13:55:58.529300_Idle Start_13.59	2026-07-18T13:55:58.529300	Idle Start	2026-07-18T13:55:58.529300	2026-07-18T13:55:58.529300	13.59	13.59	0.00	0	0.0000	0.7000
2026-07-18T13:55:59.532819_Idle Start_14.04	2026-07-18T13:55:59.532819	Idle Start	2026-07-18T13:55:59.532819	2026-07-18T13:55:59.532819	14.04	14.04	0.00	0	0.0000	0.7000
2026-07-18T13:56:02.545282_Refuel_15.38_20.34	2026-07-18T13:56:20.600391	Refuel	2026-07-18T13:56:02.545282	2026-07-18T13:56:20.600391	15.38	20.34	4.96	18	16.5333	0.7057
2026-07-18T13:56:03.546697_Refuel_15.84_20.34	2026-07-18T13:56:20.600391	Refuel	2026-07-18T13:56:03.546697	2026-07-18T13:56:20.600391	15.84	20.34	4.50	17	15.8824	0.7095
2026-07-18T13:56:04.548888_Refuel_16.28_20.34	2026-07-18T13:56:20.600391	Refuel	2026-07-18T13:56:04.548888	2026-07-18T13:56:20.600391	16.28	20.34	4.06	16	15.2250	0.7123
2026-07-18T13:56:05.550021_Refuel_16.74_20.34	2026-07-18T13:56:20.600391	Refuel	2026-07-18T13:56:05.550021	2026-07-18T13:56:20.600391	16.74	20.34	3.60	15	14.4000	0.7141
2026-07-18T13:56:07.560193_Refuel_17.64_20.34	2026-07-18T13:56:20.600391	Refuel	2026-07-18T13:56:07.560193	2026-07-18T13:56:20.600391	17.64	20.34	2.70	13	12.4615	0.7144
2026-07-18T13:56:08.560933_Refuel_18.09_20.34	2026-07-18T13:56:20.600391	Refuel	2026-07-18T13:56:08.560933	2026-07-18T13:56:20.600391	18.09	20.34	2.25	12	11.2500	0.7113
2026-07-18T13:56:09.561600_Refuel_18.54_20.34	2026-07-18T13:56:20.600391	Refuel	2026-07-18T13:56:09.561600	2026-07-18T13:56:20.600391	18.54	20.34	1.80	11	9.8182	0.7056
2026-07-18T13:56:10.564154_Refuel_18.99_20.34	2026-07-18T13:56:20.600391	Refuel	2026-07-18T13:56:10.564154	2026-07-18T13:56:20.600391	18.99	20.34	1.35	10	8.1000	0.7008
2026-07-18T13:56:11.565253_Refuel_19.44_20.34	2026-07-18T13:56:20.600391	Refuel	2026-07-18T13:56:11.565253	2026-07-18T13:56:20.600391	19.44	20.34	0.90	9	6.0000	0.6948
2026-07-18T13:56:13.571965_Refuel_20.34_20.34	2026-07-18T13:56:20.600391	Refuel	2026-07-18T13:56:13.571965	2026-07-18T13:56:20.600391	20.34	20.34	0.00	7	0.0000	0.6871
2026-07-18T13:56:14.573722_Refuel_20.34_20.34	2026-07-18T13:56:20.600391	Refuel	2026-07-18T13:56:14.573722	2026-07-18T13:56:20.600391	20.34	20.34	0.00	6	0.0000	0.6734
2026-07-18T13:56:15.576553_Refuel_20.34_20.34	2026-07-18T13:56:20.600391	Refuel	2026-07-18T13:56:15.576553	2026-07-18T13:56:20.600391	20.34	20.34	0.00	5	0.0000	0.6622
2026-07-18T13:56:16.577572_Refuel_20.34_20.34	2026-07-18T13:56:20.600391	Refuel	2026-07-18T13:56:16.577572	2026-07-18T13:56:20.600391	20.34	20.34	0.00	4	0.0000	0.6504
2026-07-18T13:56:18.590850_Refuel_20.34_20.34	2026-07-18T13:56:20.600391	Refuel	2026-07-18T13:56:18.590850	2026-07-18T13:56:20.600391	20.34	20.34	0.00	2	0.0000	0.6372
2026-07-18T13:56:19.596279_Refuel_20.34_20.34	2026-07-18T13:56:20.600391	Refuel	2026-07-18T13:56:19.596279	2026-07-18T13:56:20.600391	20.34	20.34	0.00	1	0.0000	0.6208
2026-07-18T13:56:20.600391_Refuel_20.34_20.34	2026-07-18T13:56:20.600391	Refuel	2026-07-18T13:56:20.600391	2026-07-18T13:56:20.600391	20.34	20.34	0.00	0	0.0000	0.6109
2026-07-18T14:07:23.410728_Idle Start_6.93	2026-07-18T14:07:23.410728	Idle Start	2026-07-18T14:07:23.410728	2026-07-18T14:07:23.410728	6.93	6.93	0.00	0	0.0000	0.6000
2026-07-18T14:07:28.420692_Fuel Theft_5.00_5.00	2026-07-18T14:07:28.420692	Fuel Theft	2026-07-18T14:07:28.420692	2026-07-18T14:07:28.420692	5.00	5.00	0.00	0	0.0000	0.7181
2026-07-18T14:07:28.420692_Idle End_5.00	2026-07-18T14:07:28.420692	Idle End	2026-07-18T14:07:28.420692	2026-07-18T14:07:28.420692	5.00	5.00	0.00	0	0.0000	0.7181
2026-07-18T14:07:37.449169_Idle Start_5.00	2026-07-18T14:07:37.449169	Idle Start	2026-07-18T14:07:37.449169	2026-07-18T14:07:37.449169	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:07:53.512179_Idle End_5.00	2026-07-18T14:07:53.512179	Idle End	2026-07-18T14:07:53.512179	2026-07-18T14:07:53.512179	5.00	5.00	0.00	0	0.0000	0.9000
2026-07-18T13:57:12.733672_Idle Start_14.93	2026-07-18T13:57:12.733672	Idle Start	2026-07-18T13:57:12.733672	2026-07-18T13:57:12.733672	14.93	14.93	0.00	0	0.0000	0.6000
2026-07-18T13:57:14.741106_Idle Start_12.53	2026-07-18T13:57:14.741106	Idle Start	2026-07-18T13:57:14.741106	2026-07-18T13:57:14.741106	12.53	12.53	0.00	0	0.0000	0.7000
2026-07-18T13:57:15.741720_Idle Start_11.33	2026-07-18T13:57:15.741720	Idle Start	2026-07-18T13:57:15.741720	2026-07-18T13:57:15.741720	11.33	11.33	0.00	0	0.0000	0.7000
2026-07-18T13:57:16.742724_Idle Start_10.13	2026-07-18T13:57:16.742724	Idle Start	2026-07-18T13:57:16.742724	2026-07-18T13:57:16.742724	10.13	10.13	0.00	0	0.0000	0.7000
2026-07-18T13:57:19.750775_Fuel Theft_6.53_5.00	2026-07-18T13:57:29.782138	Fuel Theft	2026-07-18T13:57:19.750775	2026-07-18T13:57:29.782138	6.53	5.00	-1.53	10	-9.1800	0.8961
2026-07-18T13:57:20.752010_Fuel Theft_5.33_5.00	2026-07-18T13:57:29.782138	Fuel Theft	2026-07-18T13:57:20.752010	2026-07-18T13:57:29.782138	5.33	5.00	-0.33	9	-2.2000	0.8894
2026-07-18T13:57:21.753344_Fuel Theft_5.00_5.00	2026-07-18T13:57:29.782138	Fuel Theft	2026-07-18T13:57:21.753344	2026-07-18T13:57:29.782138	5.00	5.00	0.00	8	0.0000	0.8807
2026-07-18T13:57:22.754473_Fuel Theft_5.00_5.00	2026-07-18T13:57:29.782138	Fuel Theft	2026-07-18T13:57:22.754473	2026-07-18T13:57:29.782138	5.00	5.00	0.00	7	0.0000	0.8692
2026-07-18T13:57:24.762382_Fuel Theft_5.00_5.00	2026-07-18T13:57:29.782138	Fuel Theft	2026-07-18T13:57:24.762382	2026-07-18T13:57:29.782138	5.00	5.00	0.00	5	0.0000	0.8530
2026-07-18T13:57:25.763864_Fuel Theft_5.00_5.00	2026-07-18T13:57:29.782138	Fuel Theft	2026-07-18T13:57:25.763864	2026-07-18T13:57:29.782138	5.00	5.00	0.00	4	0.0000	0.8288
2026-07-18T13:57:26.765293_Fuel Theft_5.00_5.00	2026-07-18T13:57:29.782138	Fuel Theft	2026-07-18T13:57:26.765293	2026-07-18T13:57:29.782138	5.00	5.00	0.00	3	0.0000	0.7894
2026-07-18T13:57:27.765715_Fuel Theft_5.00_5.00	2026-07-18T13:57:29.782138	Fuel Theft	2026-07-18T13:57:27.765715	2026-07-18T13:57:29.782138	5.00	5.00	0.00	2	0.0000	0.7632
2026-07-18T14:08:31.630919_Idle Start_5.00	2026-07-18T14:08:31.630919	Idle Start	2026-07-18T14:08:31.630919	2026-07-18T14:08:31.630919	5.00	5.00	0.00	0	0.0000	0.6000
2026-07-18T13:57:29.782138_Fuel Theft_5.00_5.00	2026-07-18T13:57:29.782138	Fuel Theft	2026-07-18T13:57:29.782138	2026-07-18T13:57:29.782138	5.00	5.00	0.00	0	0.0000	0.7369
2026-07-18T13:57:31.785767_Idle Start_5.00	2026-07-18T13:57:31.785767	Idle Start	2026-07-18T13:57:31.785767	2026-07-18T13:57:31.785767	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T13:57:33.792285_Idle Start_5.00	2026-07-18T13:57:33.792285	Idle Start	2026-07-18T13:57:33.792285	2026-07-18T13:57:33.792285	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T13:57:34.793293_Idle Start_5.00	2026-07-18T13:57:34.793293	Idle Start	2026-07-18T13:57:34.793293	2026-07-18T13:57:34.793293	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T13:57:35.794341_Idle Start_5.00	2026-07-18T13:57:35.794341	Idle Start	2026-07-18T13:57:35.794341	2026-07-18T13:57:35.794341	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:08:39.654281_Idle End_5.00	2026-07-18T14:08:39.654281	Idle End	2026-07-18T14:08:39.654281	2026-07-18T14:08:39.654281	5.00	5.00	0.00	0	0.0000	0.9000
2026-07-18T13:57:36.797711_Idle Start_5.00	2026-07-18T13:57:36.797711	Idle Start	2026-07-18T13:57:36.797711	2026-07-18T13:57:36.797711	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:09:15.755178_Idle Start_5.00	2026-07-18T14:09:15.755178	Idle Start	2026-07-18T14:09:15.755178	2026-07-18T14:09:15.755178	5.00	5.00	0.00	0	0.0000	0.6000
2026-07-18T14:09:31.805825_Refuel_7.25_7.25	2026-07-18T14:09:31.805825	Refuel	2026-07-18T14:09:31.805825	2026-07-18T14:09:31.805825	7.25	7.25	0.00	0	0.0000	0.6109
2026-07-18T14:09:31.805825_Idle End_7.25	2026-07-18T14:09:31.805825	Idle End	2026-07-18T14:09:31.805825	2026-07-18T14:09:31.805825	7.25	7.25	0.00	0	0.0000	0.6109
2026-07-18T14:09:31.805825_Refuel_7.25_7.69	2026-07-18T14:09:32.806355	Refuel	2026-07-18T14:09:31.805825	2026-07-18T14:09:32.806355	7.25	7.69	0.44	1	26.4000	0.6206
2026-07-18T13:58:25.905163_Idle Start_5.00	2026-07-18T13:58:25.905163	Idle Start	2026-07-18T13:58:25.905163	2026-07-18T13:58:25.905163	5.00	5.00	0.00	0	0.0000	0.6000
2026-07-18T14:09:31.805825_Refuel_7.25_8.15	2026-07-18T14:09:33.808486	Refuel	2026-07-18T14:09:31.805825	2026-07-18T14:09:33.808486	7.25	8.15	0.90	2	27.0000	0.6305
2026-07-18T13:58:27.913425_Idle Start_5.00	2026-07-18T13:58:27.913425	Idle Start	2026-07-18T13:58:27.913425	2026-07-18T13:58:27.913425	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:09:31.805825_Refuel_7.25_9.05	2026-07-18T14:09:35.816437	Refuel	2026-07-18T14:09:31.805825	2026-07-18T14:09:35.816437	7.25	9.05	1.80	4	27.0000	0.6453
2026-07-18T13:58:28.915927_Idle Start_5.00	2026-07-18T13:58:28.915927	Idle Start	2026-07-18T13:58:28.915927	2026-07-18T13:58:28.915927	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:09:31.805825_Refuel_7.25_9.50	2026-07-18T14:09:36.818191	Refuel	2026-07-18T14:09:31.805825	2026-07-18T14:09:36.818191	7.25	9.50	2.25	5	27.0000	0.6581
2026-07-18T13:58:29.917130_Idle Start_5.00	2026-07-18T13:58:29.917130	Idle Start	2026-07-18T13:58:29.917130	2026-07-18T13:58:29.917130	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:09:31.805825_Refuel_7.25_9.95	2026-07-18T14:09:37.819780	Refuel	2026-07-18T14:09:31.805825	2026-07-18T14:09:37.819780	7.25	9.95	2.70	6	27.0000	0.6699
2026-07-18T13:58:31.924354_Idle Start_5.00	2026-07-18T13:58:31.924354	Idle Start	2026-07-18T13:58:31.924354	2026-07-18T13:58:31.924354	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:09:31.805825_Refuel_7.25_10.86	2026-07-18T14:09:39.828424	Refuel	2026-07-18T14:09:31.805825	2026-07-18T14:09:39.828424	7.25	10.86	3.61	8	27.0750	0.6841
2026-07-18T13:58:32.926157_Idle Start_5.00	2026-07-18T13:58:32.926157	Idle Start	2026-07-18T13:58:32.926157	2026-07-18T13:58:32.926157	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:09:31.805825_Refuel_7.25_11.30	2026-07-18T14:09:40.830080	Refuel	2026-07-18T14:09:31.805825	2026-07-18T14:09:40.830080	7.25	11.30	4.05	9	27.0000	0.6946
2026-07-18T13:58:33.927886_Idle Start_5.00	2026-07-18T13:58:33.927886	Idle Start	2026-07-18T13:58:33.927886	2026-07-18T13:58:33.927886	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:09:31.805825_Refuel_7.25_11.75	2026-07-18T14:09:41.830530	Refuel	2026-07-18T14:09:31.805825	2026-07-18T14:09:41.830530	7.25	11.75	4.50	10	27.0000	0.7028
2026-07-18T13:58:34.929394_Idle Start_5.00	2026-07-18T13:58:34.929394	Idle Start	2026-07-18T13:58:34.929394	2026-07-18T13:58:34.929394	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:09:31.805825_Refuel_7.25_12.65	2026-07-18T14:09:43.837372	Refuel	2026-07-18T14:09:31.805825	2026-07-18T14:09:43.837372	7.25	12.65	5.40	12	27.0000	0.7113
2026-07-18T14:09:31.805825_Refuel_7.25_13.10	2026-07-18T14:09:44.838988	Refuel	2026-07-18T14:09:31.805825	2026-07-18T14:09:44.838988	7.25	13.10	5.85	13	27.0000	0.7165
2026-07-18T13:59:14.045858_Idle Start_5.00	2026-07-18T13:59:14.045858	Idle Start	2026-07-18T13:59:14.045858	2026-07-18T13:59:14.045858	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T13:59:15.047020_Idle Start_5.00	2026-07-18T13:59:15.047020	Idle Start	2026-07-18T13:59:15.047020	2026-07-18T13:59:15.047020	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T13:59:16.048552_Idle Start_5.00	2026-07-18T13:59:16.048552	Idle Start	2026-07-18T13:59:16.048552	2026-07-18T13:59:16.048552	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T13:59:17.049548_Idle Start_5.00	2026-07-18T13:59:17.049548	Idle Start	2026-07-18T13:59:17.049548	2026-07-18T13:59:17.049548	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T13:59:19.056951_Idle Start_5.00	2026-07-18T13:59:19.056951	Idle Start	2026-07-18T13:59:19.056951	2026-07-18T13:59:19.056951	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T13:59:20.057627_Idle Start_5.00	2026-07-18T13:59:20.057627	Idle Start	2026-07-18T13:59:20.057627	2026-07-18T13:59:20.057627	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T13:59:21.059613_Idle Start_5.00	2026-07-18T13:59:21.059613	Idle Start	2026-07-18T13:59:21.059613	2026-07-18T13:59:21.059613	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T13:59:22.062121_Idle Start_5.00	2026-07-18T13:59:22.062121	Idle Start	2026-07-18T13:59:22.062121	2026-07-18T13:59:22.062121	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T13:59:24.073066_Idle Start_5.00	2026-07-18T13:59:24.073066	Idle Start	2026-07-18T13:59:24.073066	2026-07-18T13:59:24.073066	5.00	5.00	0.00	0	0.0000	0.7000
